"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","36026","TOWN OF MISHICOT - MANITOWOC COUNTY","33","33","10","0"
"2021 Spring Primary","36028","TOWN OF NEWTON - MANITOWOC COUNTY","95","95","38","0"
"2021 Spring Primary","36030","TOWN OF ROCKLAND - MANITOWOC COUNTY","16","16","8","0"
"2021 Spring Primary","36032","TOWN OF SCHLESWIG - MANITOWOC COUNTY","43","42","20","0"
"2021 Spring Primary","36034","TOWN OF TWO CREEKS - MANITOWOC COUNTY","2","2","0","0"
"2021 Spring Primary","36036","TOWN OF TWO RIVERS - MANITOWOC COUNTY","79","79","32","0"
"2021 Spring Primary","36112","VILLAGE OF CLEVELAND - MANITOWOC COUNTY","56","56","22","4"
"2021 Spring Primary","36126","VILLAGE OF FRANCIS CREEK - MANITOWOC COUNTY","11","11","5","0"
"2021 Spring Primary","36132","VILLAGE OF KELLNERSVILLE - MANITOWOC COUNTY","7","7","2","0"
"2021 Spring Primary","36147","VILLAGE OF MARIBEL - MANITOWOC COUNTY","9","0","0",""
"2021 Spring Primary","36151","VILLAGE OF MISHICOT - MANITOWOC COUNTY","62","62","29","0"
"2021 Spring Primary","36176","VILLAGE OF REEDSVILLE - MANITOWOC COUNTY","30","29","16","0"
"2021 Spring Primary","36181","VILLAGE OF ST. NAZIANZ - MANITOWOC COUNTY","4","4","0","0"
"2021 Spring Primary","36186","VILLAGE OF VALDERS - MANITOWOC COUNTY","22","22","14","0"
"2021 Spring Primary","36191","VILLAGE OF WHITELAW - MANITOWOC COUNTY","4","4","0","0"
"2021 Spring Primary","36241","CITY OF KIEL - MULTIPLE COUNTIES","134","134","62","1"
"2021 Spring Primary","36251","CITY OF MANITOWOC - MANITOWOC COUNTY","1568","1564","703","92"
"2021 Spring Primary","36286","CITY OF TWO RIVERS - MANITOWOC COUNTY","667","623","270","23"
"2021 Spring Primary","37002","TOWN OF BERGEN - MARATHON COUNTY","23","23","7","0"
"2021 Spring Primary","37004","TOWN OF BERLIN - MARATHON COUNTY","36","36","6","0"
"2021 Spring Primary","37006","TOWN OF BERN - MARATHON COUNTY","5","5","2","0"
"2021 Spring Primary","37008","TOWN OF BEVENT - MARATHON COUNTY","50","47","16","0"
"2021 Spring Primary","37010","TOWN OF BRIGHTON - MARATHON COUNTY","3","2","0","0"
"2021 Spring Primary","37012","TOWN OF CASSEL - MARATHON COUNTY","14","14","7","0"
"2021 Spring Primary","37014","TOWN OF CLEVELAND - MARATHON COUNTY","39","39","0","0"
"2021 Spring Primary","37016","TOWN OF DAY - MARATHON COUNTY","10","10","5","0"
"2021 Spring Primary","37018","TOWN OF EASTON - MARATHON COUNTY","28","28","5","0"
"2021 Spring Primary","37020","TOWN OF EAU PLEINE - MARATHON COUNTY","11","11","1","0"
"2021 Spring Primary","37022","TOWN OF ELDERON - MARATHON COUNTY","14","13","0","0"
"2021 Spring Primary","37024","TOWN OF EMMET - MARATHON COUNTY","15","15","10","2"
"2021 Spring Primary","37026","TOWN OF FRANKFORT - MARATHON COUNTY","2","2","0","0"
"2021 Spring Primary","37028","TOWN OF FRANZEN - MARATHON COUNTY","21","21","15","0"
"2021 Spring Primary","37030","TOWN OF GREEN VALLEY - MARATHON COUNTY","12","12","3","0"
"2021 Spring Primary","37032","TOWN OF GUENTHER - MARATHON COUNTY","7","7","0","0"
"2021 Spring Primary","37034","TOWN OF HALSEY - MARATHON COUNTY","16","16","9","0"
"2021 Spring Primary","37036","TOWN OF HAMBURG - MARATHON COUNTY","18","18","4","0"
"2021 Spring Primary","37038","TOWN OF HARRISON - MARATHON COUNTY","8","8","8","0"
"2021 Spring Primary","37040","TOWN OF HEWITT - MARATHON COUNTY","16","16","5","0"
"2021 Spring Primary","37042","TOWN OF HOLTON - MARATHON COUNTY","31","31","7","0"
"2021 Spring Primary","37044","TOWN OF HULL - MARATHON COUNTY","3","3","1","0"
"2021 Spring Primary","37046","TOWN OF JOHNSON - MARATHON COUNTY","15","15","3","0"
"2021 Spring Primary","37048","TOWN OF KNOWLTON - MARATHON COUNTY","64","64","16","0"
"2021 Spring Primary","37054","TOWN OF MARATHON - MARATHON COUNTY","15","15","3","0"
"2021 Spring Primary","37056","TOWN OF MCMILLAN - MARATHON COUNTY","57","57","18","4"
"2021 Spring Primary","37058","TOWN OF MOSINEE - MARATHON COUNTY","117","117","47","0"
"2021 Spring Primary","37060","TOWN OF NORRIE - MARATHON COUNTY","34","34","10","0"
"2021 Spring Primary","37062","TOWN OF PLOVER - MARATHON COUNTY","9","9","3","0"
"2021 Spring Primary","37064","TOWN OF REID - MARATHON COUNTY","35","10","8","0"
"2021 Spring Primary","37066","TOWN OF RIB FALLS - MARATHON COUNTY","18","17","6","0"
"2021 Spring Primary","37068","TOWN OF RIB MOUNTAIN - MARATHON COUNTY","340","340","143","7"
"2021 Spring Primary","37070","TOWN OF RIETBROCK - MARATHON COUNTY","7","7","0","0"
"2021 Spring Primary","37072","TOWN OF RINGLE - MARATHON COUNTY","65","65","21","1"
"2021 Spring Primary","37074","TOWN OF SPENCER - MARATHON COUNTY","37","36","13","0"
"2021 Spring Primary","37076","TOWN OF STETTIN - MARATHON COUNTY","122","122","49","2"
"2021 Spring Primary","37078","TOWN OF TEXAS - MARATHON COUNTY","81","74","53","3"
"2021 Spring Primary","37080","TOWN OF WAUSAU - MARATHON COUNTY","107","106","40","0"
"2021 Spring Primary","37082","TOWN OF WESTON - MARATHON COUNTY","17","17","7","0"
"2021 Spring Primary","37084","TOWN OF WIEN - MARATHON COUNTY","11","11","3","0"
"2021 Spring Primary","37102","VILLAGE OF ATHENS - MARATHON COUNTY","24","24","10","0"
"2021 Spring Primary","37121","VILLAGE OF EDGAR - MARATHON COUNTY","84","80","28","0"
"2021 Spring Primary","37122","VILLAGE OF ELDERON - MARATHON COUNTY","1","1","0","0"
"2021 Spring Primary","37126","VILLAGE OF FENWOOD - MARATHON COUNTY","1","0","0",""
"2021 Spring Primary","37136","VILLAGE OF HATLEY - MARATHON COUNTY","9","9","1","0"
"2021 Spring Primary","37145","VILLAGE OF KRONENWETTER - MARATHON COUNTY","339","339","141","6"
"2021 Spring Primary","37146","VILLAGE OF MAINE - MARATHON COUNTY","133","132","54","0"
"2021 Spring Primary","37151","VILLAGE OF MARATHON CITY - MARATHON COUNTY","45","45","28","1"
"2021 Spring Primary","37176","VILLAGE OF ROTHSCHILD - MARATHON COUNTY","286","284","98","5"
"2021 Spring Primary","37181","VILLAGE OF SPENCER - MARATHON COUNTY","44","44","12","0"
"2021 Spring Primary","37182","VILLAGE OF STRATFORD - MARATHON COUNTY","66","66","26","2"
"2021 Spring Primary","37186","VILLAGE OF UNITY - MULTIPLE COUNTIES","6","5","0","0"
"2021 Spring Primary","37192","VILLAGE OF WESTON - MARATHON COUNTY","740","739","257","18"
"2021 Spring Primary","37251","CITY OF MOSINEE - MARATHON COUNTY","187","187","60","2"
"2021 Spring Primary","37281","CITY OF SCHOFIELD - MARATHON COUNTY","88","88","29","1"
"2021 Spring Primary","37291","CITY OF WAUSAU - MARATHON COUNTY","2533","2531","1246","72"
"2021 Spring Primary","38002","TOWN OF AMBERG - MARINETTE COUNTY","18","18","2","0"
"2021 Spring Primary","38004","TOWN OF ATHELSTANE - MARINETTE COUNTY","24","22","11","0"
"2021 Spring Primary","38006","TOWN OF BEAVER - MARINETTE COUNTY","34","34","14","0"
"2021 Spring Primary","38008","TOWN OF BEECHER - MARINETTE COUNTY","20","19","6","0"
"2021 Spring Primary","38010","TOWN OF DUNBAR - MARINETTE COUNTY","12","12","1","0"
"2021 Spring Primary","38012","TOWN OF GOODMAN - MARINETTE COUNTY","24","24","7","0"
"2021 Spring Primary","38014","TOWN OF GROVER - MARINETTE COUNTY","65","65","24","0"
"2021 Spring Primary","38016","TOWN OF LAKE - MARINETTE COUNTY","38","38","14","0"
"2021 Spring Primary","38018","TOWN OF MIDDLE INLET - MARINETTE COUNTY","30","30","16","2"
"2021 Spring Primary","38020","TOWN OF NIAGARA - MARINETTE COUNTY","47","47","23","0"
"2021 Spring Primary","38022","TOWN OF PEMBINE - MARINETTE COUNTY","9","9","6","0"
"2021 Spring Primary","38024","TOWN OF PESHTIGO - MARINETTE COUNTY","236","233","114","38"
"2021 Spring Primary","38026","TOWN OF PORTERFIELD - MARINETTE COUNTY","90","90","33","0"
"2021 Spring Primary","38028","TOWN OF POUND - MARINETTE COUNTY","23","23","18","2"
"2021 Spring Primary","38030","TOWN OF SILVER CLIFF - MARINETTE COUNTY","21","21","10","0"
"2021 Spring Primary","38032","TOWN OF STEPHENSON - MARINETTE COUNTY","156","156","46","0"
"2021 Spring Primary","38034","TOWN OF WAGNER - MARINETTE COUNTY","32","32","10","0"
"2021 Spring Primary","38036","TOWN OF WAUSAUKEE - MARINETTE COUNTY","29","29","14","0"
"2021 Spring Primary","38111","VILLAGE OF COLEMAN - MARINETTE COUNTY","27","27","15","0"
"2021 Spring Primary","38121","VILLAGE OF CRIVITZ - MARINETTE COUNTY","54","54","23","0"
"2021 Spring Primary","38171","VILLAGE OF POUND - MARINETTE COUNTY","6","6","4","0"
"2021 Spring Primary","38191","VILLAGE OF WAUSAUKEE - MARINETTE COUNTY","19","19","10","0"
"2021 Spring Primary","38251","CITY OF MARINETTE - MARINETTE COUNTY","785","783","365","49"
"2021 Spring Primary","38261","CITY OF NIAGARA - MARINETTE COUNTY","36","36","11","0"
"2021 Spring Primary","38271","CITY OF PESHTIGO - MARINETTE COUNTY","173","173","76","2"
"2021 Spring Primary","39002","TOWN OF BUFFALO - MARQUETTE COUNTY","46","46","26","0"
"2021 Spring Primary","39004","TOWN OF CRYSTAL LAKE - MARQUETTE COUNTY","13","0","0",""
"2021 Spring Primary","39006","TOWN OF DOUGLAS - MARQUETTE COUNTY","33","28","16","0"
"2021 Spring Primary","39008","TOWN OF HARRIS - MARQUETTE COUNTY","59","52","29","4"
"2021 Spring Primary","39010","TOWN OF MECAN - MARQUETTE COUNTY","32","24","6","0"
"2021 Spring Primary","39012","TOWN OF MONTELLO - MARQUETTE COUNTY","65","63","22","0"
"2021 Spring Primary","39014","TOWN OF MOUNDVILLE - MARQUETTE COUNTY","25","17","3","0"
"2021 Spring Primary","39016","TOWN OF NESHKORO - MARQUETTE COUNTY","19","0","0",""
"2021 Spring Primary","39018","TOWN OF NEWTON - MARQUETTE COUNTY","14","10","0","0"
"2021 Spring Primary","39020","TOWN OF OXFORD - MARQUETTE COUNTY","42","35","14","0"
"2021 Spring Primary","39022","TOWN OF PACKWAUKEE - MARQUETTE COUNTY","48","43","15","0"
"2021 Spring Primary","39024","TOWN OF SHIELDS - MARQUETTE COUNTY","8","0","0",""
"2021 Spring Primary","39026","TOWN OF SPRINGFIELD - MARQUETTE COUNTY","25","21","4","0"
"2021 Spring Primary","39028","TOWN OF WESTFIELD - MARQUETTE COUNTY","40","35","17","0"
"2021 Spring Primary","39121","VILLAGE OF ENDEAVOR - MARQUETTE COUNTY","9","9","0","0"
"2021 Spring Primary","39161","VILLAGE OF NESHKORO - MARQUETTE COUNTY","6","3","0","0"
"2021 Spring Primary","39165","VILLAGE OF OXFORD - MARQUETTE COUNTY","14","10","1","0"
"2021 Spring Primary","39191","VILLAGE OF WESTFIELD - MARQUETTE COUNTY","26","18","1","0"
"2021 Spring Primary","39251","CITY OF MONTELLO - MARQUETTE COUNTY","81","57","9","0"
"2021 Spring Primary","40001","TOWN OF MENOMINEE - MENOMINEE COUNTY","65","65","11","0"
"2021 Spring Primary","41106","VILLAGE OF BAYSIDE - MULTIPLE COUNTIES","686","686","282","8"
"2021 Spring Primary","41107","VILLAGE OF BROWN DEER - MILWAUKEE COUNTY","977","976","428","33"
"2021 Spring Primary","41126","VILLAGE OF FOX POINT - MILWAUKEE COUNTY","640","639","290","27"
"2021 Spring Primary","41131","VILLAGE OF GREENDALE - MILWAUKEE COUNTY","1465","1463","600","124"
"2021 Spring Primary","41136","VILLAGE OF HALES CORNERS - MILWAUKEE COUNTY","493","493","158","9"
"2021 Spring Primary","41176","VILLAGE OF RIVER HILLS - MILWAUKEE COUNTY","88","88","39","7"
"2021 Spring Primary","41181","VILLAGE OF SHOREWOOD - MILWAUKEE COUNTY","1609","1605","623","127"
"2021 Spring Primary","41191","VILLAGE OF WEST MILWAUKEE - MILWAUKEE COUNTY","135","135","23","1"
"2021 Spring Primary","41192","VILLAGE OF WHITEFISH BAY - MILWAUKEE COUNTY","1518","1518","823","93"
"2021 Spring Primary","41211","CITY OF CUDAHY - MILWAUKEE COUNTY","1297","1297","448","27"
"2021 Spring Primary","41226","CITY OF FRANKLIN - MILWAUKEE COUNTY","2708","2699","1106","96"
"2021 Spring Primary","41231","CITY OF GLENDALE - MILWAUKEE COUNTY","1747","1747","662","25"
"2021 Spring Primary","41236","CITY OF GREENFIELD - MILWAUKEE COUNTY","2628","2626","1019","54"
"2021 Spring Primary","41251","CITY OF MILWAUKEE - MULTIPLE COUNTIES","36936","36849","10925","291"
"2021 Spring Primary","41265","CITY OF OAK CREEK - MILWAUKEE COUNTY","2757","2757","1265","201"
"2021 Spring Primary","41281","CITY OF ST. FRANCIS - MILWAUKEE COUNTY","836","836","322","15"
"2021 Spring Primary","41282","CITY OF SOUTH MILWAUKEE - MILWAUKEE COUNTY","1470","1469","452","35"
"2021 Spring Primary","41291","CITY OF WAUWATOSA - MILWAUKEE COUNTY","4601","4583","1389","157"
"2021 Spring Primary","41292","CITY OF WEST ALLIS - MILWAUKEE COUNTY","4136","4132","828","49"
"2021 Spring Primary","42002","TOWN OF ADRIAN - MONROE COUNTY","14","14","4","0"
"2021 Spring Primary","42004","TOWN OF ANGELO - MONROE COUNTY","20","20","1","0"
"2021 Spring Primary","42006","TOWN OF BYRON - MONROE COUNTY","24","24","4","0"
"2021 Spring Primary","42008","TOWN OF CLIFTON - MONROE COUNTY","3","2","0","0"
"2021 Spring Primary","42010","TOWN OF GLENDALE - MONROE COUNTY","14","14","5","0"
"2021 Spring Primary","42012","TOWN OF GRANT - MONROE COUNTY","7","7","3","2"
"2021 Spring Primary","42014","TOWN OF GREENFIELD - MONROE COUNTY","15","15","5","0"
"2021 Spring Primary","42016","TOWN OF JEFFERSON - MONROE COUNTY","11","10","2","0"
"2021 Spring Primary","42018","TOWN OF LAFAYETTE - MONROE COUNTY","1","0","0",""
"2021 Spring Primary","42020","TOWN OF LA GRANGE - MONROE COUNTY","57","57","31","0"
"2021 Spring Primary","42022","TOWN OF LEON - MONROE COUNTY","25","25","9","0"
"2021 Spring Primary","42024","TOWN OF LINCOLN - MONROE COUNTY","15","12","2","0"
"2021 Spring Primary","42026","TOWN OF LITTLE FALLS - MONROE COUNTY","32","32","6","0"
"2021 Spring Primary","42028","TOWN OF NEW LYME - MONROE COUNTY","1","0","0",""
"2021 Spring Primary","42030","TOWN OF OAKDALE - MONROE COUNTY","6","6","0","0"
"2021 Spring Primary","42032","TOWN OF PORTLAND - MONROE COUNTY","9","9","6","0"
"2021 Spring Primary","42034","TOWN OF RIDGEVILLE - MONROE COUNTY","4","4","0","0"
"2021 Spring Primary","42038","TOWN OF SHELDON - MONROE COUNTY","6","4","0","0"
"2021 Spring Primary","42040","TOWN OF SPARTA - MONROE COUNTY","138","138","67","1"
"2021 Spring Primary","42042","TOWN OF TOMAH - MONROE COUNTY","42","42","10","1"
"2021 Spring Primary","42044","TOWN OF WELLINGTON - MONROE COUNTY","12","12","0","0"
"2021 Spring Primary","42046","TOWN OF WELLS - MONROE COUNTY","17","17","9","0"
"2021 Spring Primary","42048","TOWN OF WILTON - MONROE COUNTY","11","11","4","0"
"2021 Spring Primary","42111","VILLAGE OF CASHTON - MONROE COUNTY","13","13","6","0"
"2021 Spring Primary","42141","VILLAGE OF KENDALL - MONROE COUNTY","15","15","10","0"
"2021 Spring Primary","42161","VILLAGE OF NORWALK - MONROE COUNTY","7","0","0",""
"2021 Spring Primary","42185","VILLAGE OF WARRENS - MONROE COUNTY","12","12","0","0"
"2021 Spring Primary","42191","VILLAGE OF WILTON - MONROE COUNTY","9","6","2","0"
"2021 Spring Primary","42192","VILLAGE OF WYEVILLE - MONROE COUNTY","4","4","0","0"
"2021 Spring Primary","42281","CITY OF SPARTA - MONROE COUNTY","516","515","240","6"
"2021 Spring Primary","42286","CITY OF TOMAH - MONROE COUNTY","325","322","124","3"
"2021 Spring Primary","43002","TOWN OF ABRAMS - OCONTO COUNTY","108","89","50","0"
"2021 Spring Primary","43006","TOWN OF BAGLEY - OCONTO COUNTY","8","4","1","0"
"2021 Spring Primary","43008","TOWN OF BRAZEAU - OCONTO COUNTY","39","39","16","2"
"2021 Spring Primary","43010","TOWN OF BREED - OCONTO COUNTY","20","19","6","0"
"2021 Spring Primary","43012","TOWN OF CHASE - OCONTO COUNTY","91","91","44","0"
"2021 Spring Primary","43014","TOWN OF DOTY - OCONTO COUNTY","12","12","3","0"
"2021 Spring Primary","43016","TOWN OF GILLETT - OCONTO COUNTY","18","0","0",""
"2021 Spring Primary","43018","TOWN OF HOW - OCONTO COUNTY","12","8","0","0"
"2021 Spring Primary","43019","TOWN OF LAKEWOOD - OCONTO COUNTY","37","34","14","0"
"2021 Spring Primary","43020","TOWN OF LENA - OCONTO COUNTY","17","17","7","1"
"2021 Spring Primary","43022","TOWN OF LITTLE RIVER - OCONTO COUNTY","31","31","18","1"
"2021 Spring Primary","43024","TOWN OF LITTLE SUAMICO - OCONTO COUNTY","239","239","146","4"
"2021 Spring Primary","43026","TOWN OF MAPLE VALLEY - OCONTO COUNTY","11","5","1","0"
"2021 Spring Primary","43028","TOWN OF MORGAN - OCONTO COUNTY","39","39","24","0"
"2021 Spring Primary","43029","TOWN OF MOUNTAIN - OCONTO COUNTY","81","81","46","2"
"2021 Spring Primary","43030","TOWN OF OCONTO - OCONTO COUNTY","64","42","27","0"
"2021 Spring Primary","43032","TOWN OF OCONTO FALLS - OCONTO COUNTY","39","39","21","0"
"2021 Spring Primary","43034","TOWN OF PENSAUKEE - OCONTO COUNTY","66","66","25","2"
"2021 Spring Primary","43036","TOWN OF RIVERVIEW - OCONTO COUNTY","37","30","14","0"
"2021 Spring Primary","43038","TOWN OF SPRUCE - OCONTO COUNTY","30","30","7","0"
"2021 Spring Primary","43040","TOWN OF STILES - OCONTO COUNTY","47","42","25","0"
"2021 Spring Primary","43042","TOWN OF TOWNSEND - OCONTO COUNTY","14","13","9","2"
"2021 Spring Primary","43044","TOWN OF UNDERHILL - OCONTO COUNTY","17","15","5","1"
"2021 Spring Primary","43146","VILLAGE OF LENA - OCONTO COUNTY","8","8","6","0"
"2021 Spring Primary","43181","VILLAGE OF SURING - OCONTO COUNTY","28","27","4","0"
"2021 Spring Primary","43231","CITY OF GILLETT - OCONTO COUNTY","24","24","14","0"
"2021 Spring Primary","43265","CITY OF OCONTO - OCONTO COUNTY","184","184","94","7"
"2021 Spring Primary","43266","CITY OF OCONTO FALLS - OCONTO COUNTY","64","64","30","0"
"2021 Spring Primary","44002","TOWN OF CASSIAN - ONEIDA COUNTY","57","0","0",""
"2021 Spring Primary","44004","TOWN OF CRESCENT - ONEIDA COUNTY","130","129","59","1"
"2021 Spring Primary","44006","TOWN OF ENTERPRISE - ONEIDA COUNTY","6","0","0",""
"2021 Spring Primary","44008","TOWN OF HAZELHURST - ONEIDA COUNTY","43","10","0","0"
"2021 Spring Primary","44010","TOWN OF LAKE TOMAHAWK - ONEIDA COUNTY","62","61","12","0"
"2021 Spring Primary","44012","TOWN OF LITTLE RICE - ONEIDA COUNTY","16","11","2","0"
"2021 Spring Primary","44014","TOWN OF LYNNE - ONEIDA COUNTY","2","2","1","0"
"2021 Spring Primary","44016","TOWN OF MINOCQUA - ONEIDA COUNTY","294","294","94","5"
"2021 Spring Primary","44018","TOWN OF MONICO - ONEIDA COUNTY","3","3","1","1"
"2021 Spring Primary","44020","TOWN OF NEWBOLD - ONEIDA COUNTY","187","187","76","2"
"2021 Spring Primary","44022","TOWN OF NOKOMIS - ONEIDA COUNTY","69","62","20","0"
"2021 Spring Primary","44024","TOWN OF PELICAN - ONEIDA COUNTY","171","132","43","0"
"2021 Spring Primary","44026","TOWN OF PIEHL - ONEIDA COUNTY","1","0","0",""
"2021 Spring Primary","44028","TOWN OF PINE LAKE - ONEIDA COUNTY","161","161","73","1"
"2021 Spring Primary","44030","TOWN OF SCHOEPKE - ONEIDA COUNTY","6","6","1","0"
"2021 Spring Primary","44032","TOWN OF STELLA - ONEIDA COUNTY","19","13","4","0"
"2021 Spring Primary","44034","TOWN OF SUGAR CAMP - ONEIDA COUNTY","89","88","16","0"
"2021 Spring Primary","44036","TOWN OF THREE LAKES - ONEIDA COUNTY","89","89","22","0"
"2021 Spring Primary","44038","TOWN OF WOODBORO - ONEIDA COUNTY","48","46","8","0"
"2021 Spring Primary","44040","TOWN OF WOODRUFF - ONEIDA COUNTY","189","189","62","4"
"2021 Spring Primary","44276","CITY OF RHINELANDER - ONEIDA COUNTY","574","573","223","6"
"2021 Spring Primary","45002","TOWN OF BLACK CREEK - OUTAGAMIE COUNTY","19","19","1","0"
"2021 Spring Primary","45004","TOWN OF BOVINA - OUTAGAMIE COUNTY","30","30","11","2"
"2021 Spring Primary","45006","TOWN OF BUCHANAN - OUTAGAMIE COUNTY","318","318","209","55"
"2021 Spring Primary","45008","TOWN OF CENTER - OUTAGAMIE COUNTY","108","108","68","1"
"2021 Spring Primary","45010","TOWN OF CICERO - OUTAGAMIE COUNTY","19","19","5","0"
"2021 Spring Primary","45012","TOWN OF DALE - OUTAGAMIE COUNTY","76","74","16","4"
"2021 Spring Primary","45014","TOWN OF DEER CREEK - OUTAGAMIE COUNTY","8","1","1","0"
"2021 Spring Primary","45016","TOWN OF ELLINGTON - OUTAGAMIE COUNTY","42","42","12","0"
"2021 Spring Primary","45018","TOWN OF FREEDOM - OUTAGAMIE COUNTY","228","228","113","8"
"2021 Spring Primary","45020","TOWN OF GRAND CHUTE - OUTAGAMIE COUNTY","1458","1457","539","18"
"2021 Spring Primary","45022","TOWN OF GREENVILLE - OUTAGAMIE COUNTY","91","91","25","1"
"2021 Spring Primary","45024","TOWN OF HORTONIA - OUTAGAMIE COUNTY","34","33","14","0"
"2021 Spring Primary","45026","TOWN OF KAUKAUNA - OUTAGAMIE COUNTY","36","36","9","2"
"2021 Spring Primary","45028","TOWN OF LIBERTY - OUTAGAMIE COUNTY","19","19","0","0"
"2021 Spring Primary","45030","TOWN OF MAINE - OUTAGAMIE COUNTY","11","11","7","0"
"2021 Spring Primary","45032","TOWN OF MAPLE CREEK - OUTAGAMIE COUNTY","9","9","7","0"
"2021 Spring Primary","45034","TOWN OF ONEIDA - OUTAGAMIE COUNTY","180","180","67","0"
"2021 Spring Primary","45036","TOWN OF OSBORN - OUTAGAMIE COUNTY","24","24","10","0"
"2021 Spring Primary","45038","TOWN OF SEYMOUR - OUTAGAMIE COUNTY","28","28","10","0"
"2021 Spring Primary","45040","TOWN OF VANDENBROEK - OUTAGAMIE COUNTY","52","52","14","0"
"2021 Spring Primary","45107","VILLAGE OF BLACK CREEK - OUTAGAMIE COUNTY","56","56","18","0"
"2021 Spring Primary","45111","VILLAGE OF COMBINED LOCKS - OUTAGAMIE COUNTY","163","163","83","6"
"2021 Spring Primary","45122","VILLAGE OF GREENVILLE - OUTAGAMIE COUNTY","386","386","141","2"
"2021 Spring Primary","45136","VILLAGE OF HORTONVILLE - OUTAGAMIE COUNTY","127","127","57","5"
"2021 Spring Primary","45141","VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY","333","331","149","6"
"2021 Spring Primary","45146","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","439","438","159","5"
"2021 Spring Primary","45155","VILLAGE OF NICHOLS - OUTAGAMIE COUNTY","1","1","1","1"
"2021 Spring Primary","45181","VILLAGE OF SHIOCTON - OUTAGAMIE COUNTY","4","4","1","0"
"2021 Spring Primary","45201","CITY OF APPLETON - MULTIPLE COUNTIES","4375","4368","1546","47"
"2021 Spring Primary","45241","CITY OF KAUKAUNA - MULTIPLE COUNTIES","800","800","292","14"
"2021 Spring Primary","45281","CITY OF SEYMOUR - OUTAGAMIE COUNTY","86","86","13","7"
"2021 Spring Primary","46002","TOWN OF BELGIUM - OZAUKEE COUNTY","50","50","12","0"
"2021 Spring Primary","46004","TOWN OF CEDARBURG - OZAUKEE COUNTY","303","302","89","12"
"2021 Spring Primary","46006","TOWN OF FREDONIA - OZAUKEE COUNTY","54","54","18","0"
"2021 Spring Primary","46008","TOWN OF GRAFTON - OZAUKEE COUNTY","198","198","103","12"
"2021 Spring Primary","46012","TOWN OF PORT WASHINGTON - OZAUKEE COUNTY","57","57","29","2"
"2021 Spring Primary","46014","TOWN OF SAUKVILLE - OZAUKEE COUNTY","72","72","0","0"
"2021 Spring Primary","46106","VILLAGE OF BELGIUM - OZAUKEE COUNTY","59","59","30","2"
"2021 Spring Primary","46126","VILLAGE OF FREDONIA - OZAUKEE COUNTY","76","76","13","2"
"2021 Spring Primary","46131","VILLAGE OF GRAFTON - OZAUKEE COUNTY","711","710","239","12"
"2021 Spring Primary","46181","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","127","127","45","6"
"2021 Spring Primary","46186","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","244","244","94","20"
"2021 Spring Primary","46211","CITY OF CEDARBURG - OZAUKEE COUNTY","793","792","239","17"
"2021 Spring Primary","46255","CITY OF MEQUON - OZAUKEE COUNTY","1798","1797","760","82"
"2021 Spring Primary","46271","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","677","676","235","31"
"2021 Spring Primary","47002","TOWN OF ALBANY - PEPIN COUNTY","11","0","0",""
"2021 Spring Primary","47004","TOWN OF DURAND - PEPIN COUNTY","16","16","0","0"
"2021 Spring Primary","47006","TOWN OF FRANKFORT - PEPIN COUNTY","1","1","0","0"
"2021 Spring Primary","47008","TOWN OF LIMA - PEPIN COUNTY","20","20","8","0"
"2021 Spring Primary","47010","TOWN OF PEPIN - PEPIN COUNTY","34","32","8","0"
"2021 Spring Primary","47012","TOWN OF STOCKHOLM - PEPIN COUNTY","9","9","0","0"
"2021 Spring Primary","47014","TOWN OF WATERVILLE - PEPIN COUNTY","8","8","3","0"
"2021 Spring Primary","47016","TOWN OF WAUBEEK - PEPIN COUNTY","5","5","1","1"
"2021 Spring Primary","47171","VILLAGE OF PEPIN - PEPIN COUNTY","21","21","0","0"
"2021 Spring Primary","47181","VILLAGE OF STOCKHOLM - PEPIN COUNTY","1","1","0","0"
"2021 Spring Primary","47216","CITY OF DURAND - PEPIN COUNTY","26","26","9","0"
"2021 Spring Primary","48002","TOWN OF CLIFTON - PIERCE COUNTY","99","99","34","1"
"2021 Spring Primary","48004","TOWN OF DIAMOND BLUFF - PIERCE COUNTY","5","5","0","0"
"2021 Spring Primary","48006","TOWN OF ELLSWORTH - PIERCE COUNTY","46","46","22","0"
"2021 Spring Primary","48008","TOWN OF EL PASO - PIERCE COUNTY","22","22","4","0"
"2021 Spring Primary","48010","TOWN OF GILMAN - PIERCE COUNTY","21","21","0","0"
"2021 Spring Primary","48012","TOWN OF HARTLAND - PIERCE COUNTY","21","21","0","0"
"2021 Spring Primary","48014","TOWN OF ISABELLE - PIERCE COUNTY","1","1","0","0"
"2021 Spring Primary","48016","TOWN OF MAIDEN ROCK - PIERCE COUNTY","14","12","1","0"
"2021 Spring Primary","48018","TOWN OF MARTELL - PIERCE COUNTY","37","37","9","0"
"2021 Spring Primary","48020","TOWN OF OAK GROVE - PIERCE COUNTY","50","50","8","0"
"2021 Spring Primary","48022","TOWN OF RIVER FALLS - PIERCE COUNTY","109","105","21","0"
